name,type,size,parent_directory
md.cpython-312.pyc,file,24492,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__
models.cpython-312.pyc,file,16582,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__
utils.cpython-312.pyc,file,14345,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__
version.cpython-312.pyc,file,304,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__
__init__.cpython-312.pyc,file,1707,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__
__main__.cpython-312.pyc,file,277,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__
charset_normalizer-3.3.2.dist-info,directory,38277,C:\Python\new_project\venv\Lib\site-packages
entry_points.txt,file,65,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info
INSTALLER,file,4,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info
LICENSE,file,1090,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info
METADATA,file,34233,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info
RECORD,file,2764,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info
top_level.txt,file,19,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info
WHEEL,file,102,C:\Python\new_project\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info
idna,directory,493039,C:\Python\new_project\venv\Lib\site-packages
codec.py,file,3426,C:\Python\new_project\venv\Lib\site-packages\idna
compat.py,file,321,C:\Python\new_project\venv\Lib\site-packages\idna
core.py,file,12908,C:\Python\new_project\venv\Lib\site-packages\idna
idnadata.py,file,44351,C:\Python\new_project\venv\Lib\site-packages\idna
intranges.py,file,1881,C:\Python\new_project\venv\Lib\site-packages\idna
package_data.py,file,21,C:\Python\new_project\venv\Lib\site-packages\idna
py.typed,file,0,C:\Python\new_project\venv\Lib\site-packages\idna
uts46data.py,file,206503,C:\Python\new_project\venv\Lib\site-packages\idna
__init__.py,file,849,C:\Python\new_project\venv\Lib\site-packages\idna
__pycache__,directory,222779,C:\Python\new_project\venv\Lib\site-packages\idna
codec.cpython-312.pyc,file,4956,C:\Python\new_project\venv\Lib\site-packages\idna\__pycache__
compat.cpython-312.pyc,file,857,C:\Python\new_project\venv\Lib\site-packages\idna\__pycache__
core.cpython-312.pyc,file,16172,C:\Python\new_project\venv\Lib\site-packages\idna\__pycache__
idnadata.cpython-312.pyc,file,38331,C:\Python\new_project\venv\Lib\site-packages\idna\__pycache__
intranges.cpython-312.pyc,file,2608,C:\Python\new_project\venv\Lib\site-packages\idna\__pycache__
package_data.cpython-312.pyc,file,186,C:\Python\new_project\venv\Lib\site-packages\idna\__pycache__
uts46data.cpython-312.pyc,file,158818,C:\Python\new_project\venv\Lib\site-packages\idna\__pycache__
__init__.cpython-312.pyc,file,851,C:\Python\new_project\venv\Lib\site-packages\idna\__pycache__
idna-3.6.dist-info,directory,12892,C:\Python\new_project\venv\Lib\site-packages
INSTALLER,file,4,C:\Python\new_project\venv\Lib\site-packages\idna-3.6.dist-info
LICENSE.md,file,1541,C:\Python\new_project\venv\Lib\site-packages\idna-3.6.dist-info
METADATA,file,9888,C:\Python\new_project\venv\Lib\site-packages\idna-3.6.dist-info
RECORD,file,1378,C:\Python\new_project\venv\Lib\site-packages\idna-3.6.dist-info
WHEEL,file,81,C:\Python\new_project\venv\Lib\site-packages\idna-3.6.dist-info
pip,directory,13808941,C:\Python\new_project\venv\Lib\site-packages
py.typed,file,286,C:\Python\new_project\venv\Lib\site-packages\pip
_internal,directory,2377312,C:\Python\new_project\venv\Lib\site-packages\pip
build_env.py,file,10243,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
cache.py,file,10370,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
cli,directory,192880,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
autocompletion.py,file,6690,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
base_command.py,file,8733,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
cmdoptions.py,file,30064,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
command_context.py,file,774,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
main.py,file,2816,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
main_parser.py,file,4338,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
parser.py,file,10781,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
progress_bars.py,file,1968,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
req_command.py,file,18369,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
spinners.py,file,5118,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
status_codes.py,file,116,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
__init__.py,file,132,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
__pycache__,directory,102981,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli
autocompletion.cpython-312.pyc,file,8446,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
base_command.cpython-312.pyc,file,10430,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
cmdoptions.cpython-312.pyc,file,30355,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
command_context.cpython-312.pyc,file,1756,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
main.cpython-312.pyc,file,2279,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
main_parser.cpython-312.pyc,file,4886,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
parser.cpython-312.pyc,file,14983,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
progress_bars.cpython-312.pyc,file,2598,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
req_command.cpython-312.pyc,file,18818,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
spinners.cpython-312.pyc,file,7815,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
status_codes.cpython-312.pyc,file,356,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
__init__.cpython-312.pyc,file,259,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__
commands,directory,264096,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
cache.py,file,7944,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
check.py,file,1782,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
completion.py,file,4287,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
configuration.py,file,9766,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
debug.py,file,6777,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
download.py,file,5335,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
freeze.py,file,3172,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
hash.py,file,1703,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
help.py,file,1132,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
index.py,file,4775,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
inspect.py,file,3188,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
install.py,file,28782,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
list.py,file,12450,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
search.py,file,5697,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
show.py,file,6419,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
uninstall.py,file,3886,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
wheel.py,file,6476,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
__init__.py,file,3882,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
__pycache__,directory,146643,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands
cache.cpython-312.pyc,file,9692,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
check.cpython-312.pyc,file,2071,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
completion.cpython-312.pyc,file,5173,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
configuration.cpython-312.pyc,file,13193,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
debug.cpython-312.pyc,file,10139,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
download.cpython-312.pyc,file,7567,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
freeze.cpython-312.pyc,file,4337,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
hash.cpython-312.pyc,file,2964,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
help.cpython-312.pyc,file,1654,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
index.cpython-312.pyc,file,6701,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
inspect.cpython-312.pyc,file,3956,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
install.cpython-312.pyc,file,28886,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
list.cpython-312.pyc,file,15381,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
search.cpython-312.pyc,file,7599,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
show.cpython-312.pyc,file,9709,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
uninstall.cpython-312.pyc,file,4707,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
wheel.cpython-312.pyc,file,8931,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
__init__.cpython-312.pyc,file,3983,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__
configuration.py,file,14006,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
distributions,directory,27551,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
base.py,file,1743,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\distributions
installed.py,file,842,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\distributions
sdist.py,file,6709,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\distributions
wheel.py,file,1277,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\distributions
__init__.py,file,858,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\distributions
__pycache__,directory,16122,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\distributions
base.cpython-312.pyc,file,2843,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__
installed.cpython-312.pyc,file,1678,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__
sdist.cpython-312.pyc,file,8455,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__
wheel.cpython-312.pyc,file,2224,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__
__init__.cpython-312.pyc,file,922,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__
exceptions.py,file,23634,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
index,directory,138514,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
collector.py,file,16590,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\index
package_finder.py,file,37843,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\index
sources.py,file,8688,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\index
__init__.py,file,30,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\index
__pycache__,directory,75363,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\index
collector.cpython-312.pyc,file,21864,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\index\__pycache__
package_finder.cpython-312.pyc,file,40701,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\index\__pycache__
sources.cpython-312.pyc,file,12585,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\index\__pycache__
__init__.cpython-312.pyc,file,213,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\index\__pycache__
locations,directory,66950,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
base.py,file,2556,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\locations
_distutils.py,file,6009,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\locations
_sysconfig.py,file,7680,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\locations
__init__.py,file,15365,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\locations
__pycache__,directory,35340,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\locations
base.cpython-312.pyc,file,3762,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__
_distutils.cpython-312.pyc,file,6829,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__
_sysconfig.cpython-312.pyc,file,7992,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__
__init__.cpython-312.pyc,file,16757,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__
main.py,file,340,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
metadata,directory,149078,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
base.py,file,25907,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata
importlib,directory,45990,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata
_compat.py,file,1882,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\importlib
_dists.py,file,8297,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\importlib
_envs.py,file,7456,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\importlib
__init__.py,file,135,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\importlib
__pycache__,directory,28220,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\importlib
_compat.cpython-312.pyc,file,3314,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__
_dists.cpython-312.pyc,file,13406,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__
_envs.cpython-312.pyc,file,11161,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__
__init__.cpython-312.pyc,file,339,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__
pkg_resources.py,file,10035,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata
_json.py,file,2627,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata
__init__.py,file,4339,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata
__pycache__,directory,60180,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata
base.cpython-312.pyc,file,35693,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\__pycache__
pkg_resources.cpython-312.pyc,file,15768,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\__pycache__
_json.cpython-312.pyc,file,2856,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\__pycache__
__init__.cpython-312.pyc,file,5863,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\metadata\__pycache__
models,directory,116325,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
candidate.py,file,931,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
direct_url.py,file,6889,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
format_control.py,file,2486,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
index.py,file,1030,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
installation_report.py,file,2818,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
link.py,file,20777,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
scheme.py,file,738,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
search_scope.py,file,4643,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
selection_prefs.py,file,1907,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
target_python.py,file,4272,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
wheel.py,file,3600,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
__init__.py,file,63,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
__pycache__,directory,66171,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models
candidate.cpython-312.pyc,file,1886,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
direct_url.cpython-312.pyc,file,11177,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
format_control.cpython-312.pyc,file,4208,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
index.cpython-312.pyc,file,1675,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
installation_report.cpython-312.pyc,file,2250,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
link.cpython-312.pyc,file,25981,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
scheme.cpython-312.pyc,file,1150,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
search_scope.cpython-312.pyc,file,5069,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
selection_prefs.cpython-312.pyc,file,1832,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
target_python.cpython-312.pyc,file,4935,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
wheel.cpython-312.pyc,file,5761,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
__init__.cpython-312.pyc,file,247,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\models\__pycache__
network,directory,135642,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
auth.py,file,20541,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network
cache.py,file,3935,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network
download.py,file,6086,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network
lazy_wheel.py,file,7638,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network
session.py,file,18698,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network
utils.py,file,4073,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network
xmlrpc.py,file,1838,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network
__init__.py,file,50,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network
__pycache__,directory,72783,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network
auth.cpython-312.pyc,file,21969,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network\__pycache__
cache.cpython-312.pyc,file,6496,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network\__pycache__
download.cpython-312.pyc,file,8528,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network\__pycache__
lazy_wheel.cpython-312.pyc,file,11641,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network\__pycache__
session.cpython-312.pyc,file,18755,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network\__pycache__
utils.cpython-312.pyc,file,2234,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network\__pycache__
xmlrpc.cpython-312.pyc,file,2925,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network\__pycache__
__init__.cpython-312.pyc,file,235,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\network\__pycache__
operations,directory,190628,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
build,directory,37838,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations
build_tracker.py,file,4832,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build
metadata.py,file,1422,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build
metadata_editable.py,file,1474,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build
metadata_legacy.py,file,2198,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build
wheel.py,file,1075,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build
wheel_editable.py,file,1417,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build
wheel_legacy.py,file,3064,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build
__init__.py,file,0,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build
__pycache__,directory,22356,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build
build_tracker.cpython-312.pyc,file,7795,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build\__pycache__
metadata.cpython-312.pyc,file,1861,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build\__pycache__
metadata_editable.cpython-312.pyc,file,1895,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build\__pycache__
metadata_legacy.cpython-312.pyc,file,3046,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build\__pycache__
wheel.cpython-312.pyc,file,1662,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build\__pycache__
wheel_editable.cpython-312.pyc,file,2003,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build\__pycache__
wheel_legacy.cpython-312.pyc,file,3910,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build\__pycache__
__init__.cpython-312.pyc,file,184,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\build\__pycache__
check.py,file,6806,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations
freeze.py,file,9816,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations
install,directory,64523,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations
editable_legacy.py,file,1282,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\install
wheel.py,file,27311,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\install
__init__.py,file,51,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\install
__pycache__,directory,35879,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\install
editable_legacy.cpython-312.pyc,file,1798,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\install\__pycache__
wheel.cpython-312.pyc,file,33834,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\install\__pycache__
__init__.cpython-312.pyc,file,247,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\install\__pycache__
prepare.py,file,28128,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations
__init__.py,file,0,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations
__pycache__,directory,43517,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations
check.cpython-312.pyc,file,7560,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\__pycache__
freeze.cpython-312.pyc,file,10095,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\__pycache__
prepare.cpython-312.pyc,file,25684,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\__pycache__
__init__.cpython-312.pyc,file,178,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\operations\__pycache__
pyproject.py,file,7152,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
req,directory,229428,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
constructors.py,file,19018,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req
req_file.py,file,17790,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req
req_install.py,file,35460,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req
req_set.py,file,4704,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req
req_uninstall.py,file,24551,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req
__init__.py,file,2738,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req
__pycache__,directory,125167,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req
constructors.cpython-312.pyc,file,21562,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req\__pycache__
req_file.cpython-312.pyc,file,21433,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req\__pycache__
req_install.cpython-312.pyc,file,38307,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req\__pycache__
req_set.cpython-312.pyc,file,7193,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req\__pycache__
req_uninstall.cpython-312.pyc,file,32950,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req\__pycache__
__init__.cpython-312.pyc,file,3722,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\req\__pycache__
resolution,directory,260105,C:\Python\new_project\venv\Lib\site-packages\pip\_internal
base.py,file,583,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution
legacy,directory,46615,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution
resolver.py,file,24025,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\legacy
__init__.py,file,0,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\legacy
__pycache__,directory,22590,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\legacy
resolver.cpython-312.pyc,file,22405,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__
__init__.cpython-312.pyc,file,185,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__
resolvelib,directory,211563,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution
base.py,file,5173,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib
candidates.py,file,21052,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib
factory.py,file,32292,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib
found_candidates.py,file,5705,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib
provider.py,file,9824,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib
reporter.py,file,3100,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib
requirements.py,file,5696,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib
resolver.py,file,12592,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib
__init__.py,file,0,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib
__pycache__,directory,116129,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib
base.cpython-312.pyc,file,8318,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__
candidates.cpython-312.pyc,file,30358,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__
factory.cpython-312.pyc,file,32082,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__
found_candidates.cpython-312.pyc,file,6189,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__
provider.cpython-312.pyc,file,10359,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__
reporter.cpython-312.pyc,file,4916,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__
requirements.cpython-312.pyc,file,11394,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__
resolver.cpython-312.pyc,file,12324,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__
__init__.cpython-312.pyc,file,189,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__
__init__.py,file,0,C:\Python\new_project\venv\Lib\site-packages\pip\_internal\resolution
