name,type,size,parent_directory
lexer.cpython-312.pyc,file,38275,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
modeline.cpython-312.pyc,file,1543,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
plugin.cpython-312.pyc,file,3371,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
regexopt.cpython-312.pyc,file,4056,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
scanner.cpython-312.pyc,file,4731,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
sphinxext.cpython-312.pyc,file,11021,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
style.cpython-312.pyc,file,6647,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
token.cpython-312.pyc,file,8117,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
unistring.cpython-312.pyc,file,32963,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
util.cpython-312.pyc,file,13956,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
__init__.cpython-312.pyc,file,3463,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
__main__.cpython-312.pyc,file,709,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
pyparsing,directory,850242,C:\Python\678\venv\Lib\site-packages\pip\_vendor
actions.py,file,6567,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
common.py,file,13387,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
core.py,file,224445,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
diagram,directory,51003,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
__init__.py,file,24215,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram
__pycache__,directory,26788,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram
__init__.cpython-312.pyc,file,26788,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram\__pycache__
exceptions.py,file,9523,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
helpers.py,file,38646,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
results.py,file,26692,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
testing.py,file,13488,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
unicode.py,file,10646,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
util.py,file,8670,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
__init__.py,file,9116,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
__pycache__,directory,438059,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing
actions.cpython-312.pyc,file,8370,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
common.cpython-312.pyc,file,13389,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
core.cpython-312.pyc,file,267683,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
exceptions.cpython-312.pyc,file,12969,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
helpers.cpython-312.pyc,file,48476,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
results.cpython-312.pyc,file,34085,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
testing.cpython-312.pyc,file,17163,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
unicode.cpython-312.pyc,file,13159,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
util.cpython-312.pyc,file,14879,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
__init__.cpython-312.pyc,file,7886,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
pyproject_hooks,directory,55086,C:\Python\678\venv\Lib\site-packages\pip\_vendor
_compat.py,file,138,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks
_impl.py,file,11920,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks
_in_process,directory,26900,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks
_in_process.py,file,10927,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process
__init__.py,file,546,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process
__pycache__,directory,15427,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process
_in_process.cpython-312.pyc,file,14372,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__pycache__
__init__.cpython-312.pyc,file,1055,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__pycache__
__init__.py,file,491,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks
__pycache__,directory,15637,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks
_compat.cpython-312.pyc,file,349,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__pycache__
_impl.cpython-312.pyc,file,14700,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__pycache__
__init__.cpython-312.pyc,file,588,C:\Python\678\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__pycache__
requests,directory,381167,C:\Python\678\venv\Lib\site-packages\pip\_vendor
adapters.py,file,19697,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
api.py,file,6449,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
auth.py,file,10187,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
certs.py,file,575,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
compat.py,file,1286,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
cookies.py,file,18560,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
exceptions.py,file,3823,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
help.py,file,3879,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
hooks.py,file,733,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
models.py,file,35288,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
packages.py,file,695,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
sessions.py,file,30373,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
status_codes.py,file,4235,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
structures.py,file,2912,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
utils.py,file,33460,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
_internal_utils.py,file,1495,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
__init__.py,file,5169,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
__pycache__,directory,201916,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
adapters.cpython-312.pyc,file,21255,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
api.cpython-312.pyc,file,7179,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
auth.cpython-312.pyc,file,13898,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
certs.cpython-312.pyc,file,897,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
compat.cpython-312.pyc,file,1482,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
cookies.cpython-312.pyc,file,25221,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
exceptions.cpython-312.pyc,file,7022,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
help.cpython-312.pyc,file,4287,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
hooks.cpython-312.pyc,file,1027,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
models.cpython-312.pyc,file,35423,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
packages.cpython-312.pyc,file,747,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
sessions.cpython-312.pyc,file,27732,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
status_codes.cpython-312.pyc,file,5934,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
structures.cpython-312.pyc,file,5592,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
utils.cpython-312.pyc,file,36244,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
_internal_utils.cpython-312.pyc,file,1996,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
__init__.cpython-312.pyc,file,5421,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
__version__.cpython-312.pyc,file,559,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
__version__.py,file,435,C:\Python\678\venv\Lib\site-packages\pip\_vendor\requests
resolvelib,directory,80626,C:\Python\678\venv\Lib\site-packages\pip\_vendor
compat,directory,726,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib
collections_abc.py,file,156,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib\compat
__init__.py,file,0,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib\compat
__pycache__,directory,570,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib\compat
collections_abc.cpython-312.pyc,file,395,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__
__init__.cpython-312.pyc,file,175,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__
providers.py,file,5871,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib
reporters.py,file,1601,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib
resolvers.py,file,20511,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib
structs.py,file,4963,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib
__init__.py,file,537,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib
__pycache__,directory,46417,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib
providers.cpython-312.pyc,file,6826,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__
reporters.cpython-312.pyc,file,2629,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__
resolvers.cpython-312.pyc,file,25872,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__
structs.cpython-312.pyc,file,10481,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__
__init__.cpython-312.pyc,file,609,C:\Python\678\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__
rich,directory,2009475,C:\Python\678\venv\Lib\site-packages\pip\_vendor
abc.py,file,890,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
align.py,file,10368,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
ansi.py,file,6906,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
bar.py,file,3264,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
box.py,file,9842,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
cells.py,file,4509,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
color.py,file,18224,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
color_triplet.py,file,1054,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
columns.py,file,7131,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
console.py,file,99218,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
constrain.py,file,1288,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
containers.py,file,5497,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
control.py,file,6630,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
default_styles.py,file,8082,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
diagnose.py,file,972,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
emoji.py,file,2501,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
errors.py,file,642,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
filesize.py,file,2508,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
file_proxy.py,file,1683,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
highlighter.py,file,9584,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
json.py,file,5032,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
jupyter.py,file,3252,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
layout.py,file,14007,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
live.py,file,14273,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
live_render.py,file,3667,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
logging.py,file,11903,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
markup.py,file,8198,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
measure.py,file,5305,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
padding.py,file,4970,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
pager.py,file,828,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
palette.py,file,3396,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
panel.py,file,10574,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
pretty.py,file,35852,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
progress.py,file,59706,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
progress_bar.py,file,8165,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
prompt.py,file,11303,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
protocol.py,file,1391,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
region.py,file,166,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
repr.py,file,4431,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
rule.py,file,4602,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
scope.py,file,2843,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
screen.py,file,1591,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
segment.py,file,24247,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
spinner.py,file,4339,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
status.py,file,4425,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
style.py,file,27073,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
styled.py,file,1258,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
syntax.py,file,35173,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
table.py,file,39684,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
terminal_theme.py,file,3370,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
text.py,file,45525,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
theme.py,file,3777,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
themes.py,file,102,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
traceback.py,file,29604,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
tree.py,file,9169,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_cell_widths.py,file,10096,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_emoji_codes.py,file,140235,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_emoji_replace.py,file,1064,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_export_format.py,file,2100,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_extension.py,file,265,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_fileno.py,file,799,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_inspect.py,file,9695,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_log_render.py,file,3225,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_loop.py,file,1236,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_null_file.py,file,1387,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_palettes.py,file,7063,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_pick.py,file,423,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_ratio.py,file,5472,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_spinners.py,file,19919,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_stack.py,file,351,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_timer.py,file,417,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_win32_console.py,file,22820,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_windows.py,file,1926,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_windows_renderer.py,file,2783,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
_wrap.py,file,1840,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
__init__.py,file,6090,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
__main__.py,file,8478,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
__pycache__,directory,1117797,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich
abc.cpython-312.pyc,file,1583,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
align.cpython-312.pyc,file,12297,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
ansi.cpython-312.pyc,file,9081,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
bar.cpython-312.pyc,file,4247,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
box.cpython-312.pyc,file,11833,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
cells.cpython-312.pyc,file,5593,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
color.cpython-312.pyc,file,26500,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
color_triplet.cpython-312.pyc,file,1676,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
columns.cpython-312.pyc,file,8562,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
console.cpython-312.pyc,file,113759,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
constrain.cpython-312.pyc,file,2233,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
containers.cpython-312.pyc,file,9201,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
control.cpython-312.pyc,file,10904,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
default_styles.cpython-312.pyc,file,10348,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
diagnose.cpython-312.pyc,file,1462,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
emoji.cpython-312.pyc,file,4184,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
errors.cpython-312.pyc,file,1820,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
filesize.cpython-312.pyc,file,3057,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
file_proxy.cpython-312.pyc,file,3552,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
highlighter.cpython-312.pyc,file,9873,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
json.cpython-312.pyc,file,6010,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
jupyter.cpython-312.pyc,file,5184,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
layout.cpython-312.pyc,file,20195,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
live.cpython-312.pyc,file,19115,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
live_render.cpython-312.pyc,file,4869,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
logging.cpython-312.pyc,file,13523,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
markup.cpython-312.pyc,file,9273,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
measure.cpython-312.pyc,file,6351,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
padding.cpython-312.pyc,file,7109,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
pager.cpython-312.pyc,file,1795,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
palette.cpython-312.pyc,file,5289,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
panel.cpython-312.pyc,file,12072,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
pretty.cpython-312.pyc,file,40017,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
progress.cpython-312.pyc,file,75050,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
progress_bar.cpython-312.pyc,file,10364,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
prompt.cpython-312.pyc,file,14753,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
protocol.cpython-312.pyc,file,1767,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
region.cpython-312.pyc,file,542,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
repr.cpython-312.pyc,file,6601,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
rule.cpython-312.pyc,file,6543,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
scope.cpython-312.pyc,file,3805,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
screen.cpython-312.pyc,file,2459,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
segment.cpython-312.pyc,file,28136,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
spinner.cpython-312.pyc,file,6039,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
status.cpython-312.pyc,file,6043,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
style.cpython-312.pyc,file,33489,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
styled.cpython-312.pyc,file,2114,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
syntax.cpython-312.pyc,file,39585,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
table.cpython-312.pyc,file,43559,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
terminal_theme.cpython-312.pyc,file,3323,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
text.cpython-312.pyc,file,58924,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
theme.cpython-312.pyc,file,6315,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
themes.cpython-312.pyc,file,289,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
traceback.cpython-312.pyc,file,31519,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
tree.cpython-312.pyc,file,11414,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_cell_widths.cpython-312.pyc,file,7796,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_emoji_codes.cpython-312.pyc,file,205951,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_emoji_replace.cpython-312.pyc,file,1704,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_export_format.cpython-312.pyc,file,2296,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_extension.cpython-312.pyc,file,512,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_fileno.cpython-312.pyc,file,830,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_inspect.cpython-312.pyc,file,12052,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_log_render.cpython-312.pyc,file,4122,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_loop.cpython-312.pyc,file,1860,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_null_file.cpython-312.pyc,file,3595,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_palettes.cpython-312.pyc,file,5135,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_pick.cpython-312.pyc,file,699,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_ratio.cpython-312.pyc,file,6552,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_spinners.cpython-312.pyc,file,13154,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_stack.cpython-312.pyc,file,940,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_timer.cpython-312.pyc,file,840,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_win32_console.cpython-312.pyc,file,28942,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_windows.cpython-312.pyc,file,2465,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_windows_renderer.cpython-312.pyc,file,3548,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_wrap.cpython-312.pyc,file,2335,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
__init__.cpython-312.pyc,file,6990,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
__main__.cpython-312.pyc,file,10279,C:\Python\678\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
six.py,file,34549,C:\Python\678\venv\Lib\site-packages\pip\_vendor
tenacity,directory,130802,C:\Python\678\venv\Lib\site-packages\pip\_vendor
after.py,file,1682,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
before.py,file,1562,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
before_sleep.py,file,2372,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
nap.py,file,1383,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
retry.py,file,8746,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
stop.py,file,3086,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
tornadoweb.py,file,2142,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
wait.py,file,8024,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
_asyncio.py,file,3551,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
_utils.py,file,2179,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
__init__.py,file,20493,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
__pycache__,directory,75582,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity
after.cpython-312.pyc,file,1599,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity\__pycache__
before.cpython-312.pyc,file,1439,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity\__pycache__
before_sleep.cpython-312.pyc,file,2277,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity\__pycache__
nap.cpython-312.pyc,file,1387,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity\__pycache__
retry.cpython-312.pyc,file,14256,C:\Python\678\venv\Lib\site-packages\pip\_vendor\tenacity\__pycache__
